,url,headline,details,date
0,https://www.reuters.com//article/uk-factcheck-video-election-workers-ball/fact-check-videodoes-not-showelection-workersfraudulently-completing-ballotsin-delaware-county-pa-idUSKBN27M2PM,"Fact check: Video does not show election workers fraudulently completing ballots in Delaware County, PA","Social media users have been sharing various video from Delaware County, Pennsylvania, claiming they show poll workers filling in blank ballots and as such this is evidence of voter fraud. This claim is false, as the workers are filling in ballot papers to replace damaged ballots, in the presence of observers.  ",06-11-2020
1,https://www.reuters.com//article/uk-factcheck-voter-registrations/fact-check-table-shows-outdated-voter-registration-numbers-for-15-states-idUSKBN27M2GF,Fact check: Table shows outdated voter registration numbers for 15 states,"Thousands of social media users have been sharing a table which claims to provide evidence of election fraud by showing that in 15 states the number of votes counted in the 2020 General Election exceeds the number of registered voters. However, the most up-to-date figures for the number of registered voters are larger than those listed in the table, and not exceeded by the number of votes counted in any of the 15 states.",06-11-2020
2,https://www.reuters.com//article/uk-factcheck-la-ballots/fact-check-video-shows-collection-of-valid-mail-in-ballots-that-were-posted-on-or-before-election-day-idUSKBN27M236,Fact check: Video shows collection of valid mail-in ballots that were posted on or before Election Day,Videos showing workers picking up mail-in ballots from ballot drop boxes in Los Angeles “after Election Day” have been shared thousands of times on social media. Some users referring to the videos allege the scene is proof of “election fraud”. This is false. L.A. County officials told Reuters that these ballots were collected on Nov. 4 but were deposited by voters on or before Nov. 3. They are therefore valid and will be processed and counted.,06-11-2020
3,https://www.reuters.com//article/uk-factcheck-table-voter-registration-st/fact-checktable-shows-outdated-voter-registration-numbers-for-eight-key-states-idUSKBN27L2Y8,Fact check: Table shows outdated voter registration numbers for eight key states,"Social media users have been sharing content online that claims that eight key election states had a higher number of votes cast than there were registered voters, therefore being evidence of electoral fraud. This claim is false as the numbers of registered voters presented are outdated.  ",05-11-2020
4,https://www.reuters.com//article/uk-factcheck-video-journalist-detroit-ba/fact-check-video-shows-journalists-filming-gear-in-red-wagon-not-ballots-idUSKBN27L2UN,"Fact check: Video shows journalist’s filming gear in red wagon, not ballots",Social media users have been sharing posts online saying a video shows a person loading or unloading ballot boxes with a red wagon and a white van. This claim is false: it actually shows a local journalist’s filming equipment.,05-11-2020
5,https://www.reuters.com//article/uk-fact-check-biden-vote-spikes-mi-wi/fact-check-biden-vote-spikes-and-county-recount-do-not-prove-democrats-are-trying-to-steal-the-election-in-michigan-and-wisconsin-idUSKBN27L2RL,Fact check: Biden vote spikes and county recount do not prove Democrats are trying to steal the election in Michigan and Wisconsin,"Social media users are sharing an article which cites examples of two large spikes in Biden votes, a county recount and late mail-in voting to prove that Democrats are trying to steal the election in Michigan, Wisconsin and Pennsylvania. Although the details surrounding the Pennsylvania mail-in vote example are correct, the other claims are presented inaccurately: the spikes were due to an administrative error and a dump of votes favouring Biden respectively, and the recount was due to a mismatc",05-11-2020
6,https://www.reuters.com//article/uk-fact-check-saudi-chickens-not-us-ball/fact-check-video-shows-chickens-dumped-in-saudi-arabia-not-u-s-election-ballots-idUSKBN27L2JJ,"Fact check: Video shows chickens dumped in Saudi Arabia, not U.S election ballots","With the U.S. presidential election still too close to call, social media posts amid extended vote counts in key battleground states purport to show ballots cast for Republican President Donald Trump in Michigan, Nevada, Wisconsin and Arizona being dumped out of trucks. In fact, the video has been mislabeled, as it shows officials in Saudi Arabia disposing of dead chickens in 2016.",05-11-2020
7,https://www.reuters.com//article/uk-factcheck-detroit/fact-check-republican-and-democrat-challengers-were-present-inside-detroit-count-idUSKBN27L2DR,Fact check: Republican and Democrat challengers were present inside Detroit count,"Posts saying Republicans were not allowed inside Detroit’s ballot-counting room on Nov. 4, the day after the U.S. presidential election, have been shared online.",05-11-2020
8,https://www.reuters.com//article/uk-factcheck-ballots-video/fact-check-viral-video-does-not-show-trump-ballots-being-burned-idUSKBN27L241,Fact check: Viral video does not show Trump ballots being burned,"A video that purports to show a bag of ballots for U.S. President Donald Trump being burned is fake, officials have confirmed.",05-11-2020
9,https://www.reuters.com//article/uk-factcheck-va-election-officers-did-no/fact-check-virginia-election-officers-did-not-take-ballots-home-with-them-on-election-night-idUSKBN27L05A,Fact check: Virginia election officers did not take ballots home with them on Election Night,Posts shared on social media early the morning after the Nov. 3 general election claim that “Virginia vote counters have decided to call it a night” and “took the uncounted ballots HOME WITH THEM.” This claim is false.,04-11-2020
0,https://www.reuters.com//article/uk-factcheck-wisconsin-more-votes-regist/fact-checkwisconsin-did-not-have-more-votes-than-people-registered-idUSKBN27K2WU,Fact check: Wisconsin did not have more votes than people registered,Social media users have been sharing a Twitter screenshot that claims Wisconsin had more people who voted in the 2020 presidential election than number of people registered to vote and say this is evidence fraud took place. This claim is false as the presented number of registered voters was outdated.  ,04-11-2020
1,https://www.reuters.com//article/uk-factcheck-prediction-tv-screen/fact-check-tv-screen-showing-election-outcome-is-not-authentic-news-alert-idUSKBN27K2OE,Fact check: TV screen showing election outcome is not authentic news alert,"With counting still underway in the US presidential race as of this article's publication, some social media users have been sharing an image of a TV screen with a breaking news alert saying the Democratic candidate Joe Biden has won the election. The screen image, however, carries the logo of a YouTube video channel that predicts election results.",04-11-2020
2,https://www.reuters.com//article/uk-factcheck-philadelphia-ballot-box-wor/fact-check-photo-shows-pa-election-employee-with-ballot-box-not-unidentified-civilian-idUSKBN27K2EK,"Fact check: Photo shows PA election employee with ballot box, not ‘unidentified civilian’",Social media users are sharing a photo claiming it shows “an official ballot box being taken away by an unidentified civilian.” The Philadelphia City Commissioners Office confirmed to Reuters that the man is a Board of Elections employee who was delivering ballots as part of his job.,04-11-2020
3,https://www.reuters.com//article/uk-factcheck-wall-white-house/fact-check-photo-showing-giant-wall-outside-white-house-is-edited-idUSKBN27K2D5,Fact check: Photo showing giant wall outside White House is edited,"Social media users are posting pictures which purport to show a giant wall outside the White House. This wall, however, has been edited on to a 2007 photo of the White House. The wall erected outside the White House for the presidential election is different to the one in this edited photograph.",04-11-2020
4,https://www.reuters.com//article/uk-factcheck-philadelphia/fact-check-philadelphia-did-not-stop-counting-votes-on-the-night-of-november-3-idUSKBN27K1JZ,Fact check: Philadelphia did not stop counting votes on the night of November 3,A claim that Philadelphia stopped counting mail-in ballots on Election Night has been circulating online. This is incorrect: Philadelphia did not stop counting votes on the night of Nov. 3.,04-11-2020
5,https://www.reuters.com//article/uk-factcheck-poll-watcher-philadelphia-t/fact-check-clarifying-video-of-poll-watcherbeingturned-awayin-philadelphia-idUSKBN27K009,Fact check: Clarifying video of poll watcher being turned away in Philadelphia,"Social media users have been sharing video and photographs of a poll watcher being turned away at a polling station in Philadelphia, Pennsylvania. While the man in the video was indeed turned away, the Philadelphia City Commissioners Office told Reuters that the incident was investigated and was an “honest mistake.” This article aims to provide clarification around the widely shared video.",03-11-2020
6,https://www.reuters.com//article/uk-factcheck-erie-pa-not-poll-worker/fact-check-instagram-user-claiming-to-have-thrown-out-over-a-hundred-ballots-for-trump-in-erie-pennsylvania-is-not-a-poll-worker-idUSKBN27J2T1,"Fact check: Instagram user claiming to have ‘thrown out over a hundred ballots for Trump’ in Erie, Pennsylvania is not a poll worker","On Election Day 2020, users on social media shared a screenshot of an Instagram story of a user claiming to be a poll worker in Erie County, Pennsylvania. The user, identified as @omg_seabass, announced he had intentionally “thrown out over a hundred ballots for trump [sic]” in the hopes of making Pennsylvania “turn blue.” The Erie County Board of Elections debunked this claim in a statement, confirming this person was not a poll worker and played no part in the County’s election process.",03-11-2020
7,https://www.reuters.com//article/uk-factcheck-biden-campaign-manager/fact-check-biden-campaign-manager-in-saying-under-no-scenario-will-trump-be-elected-victor-on-election-night-was-referring-to-likely-election-outcome-delays-not-rejecting-the-democratic-process-idUSKBN27J2QC,"Fact check: Biden campaign manager, in saying ‘under no scenario will Trump be elected victor on election night’, was referring to likely election outcome delays, not rejecting the democratic process","On Nov. 2, Joe Biden’s campaign manager, Jennifer O’Malley Dillon, told reporters that “under no scenario will Donald Trump be declared a victor on election night”. Posts on social media are misrepresenting O’Malley Dillon’s statement to mean Biden does not plan to accept the election’s outcome (saying the Biden campaign “won’t be accepting the results of the election”). In reality, the campaign is referring to the possible delay in knowing the winner of the election due to high amounts of mail-",03-11-2020
8,https://www.reuters.com//article/uk-factcheck-filled-ballots-queens-new-y/fact-checkresidents-of-queens-village-new-yorkhave-not-received-pre-filled-outballotsfor-joe-biden-idUSKBN27J2KY,"Fact check: Residents of Queens Village, New York have not received pre-filled-out ballots for Joe Biden","Social media users have been sharing posts claiming that residents of Queens Village, New York received ballots pre-filled for Joe Biden. New York election officials explained the mix-up: after they contacted the relevant voter, the voter confirmed they received a blank ballot and filled it in themselves, but sent it in the wrong envelope, meaning it ended up at their old address in Queens (where presumably the photograph circulating online was taken). ",03-11-2020
9,https://www.reuters.com//article/uk-factcheck-pandemic-video/fact-check-video-makes-multiple-false-claims-about-covid-19-pandemic-idUSKBN27J2HM,Fact check: Video makes multiple false claims about COVID-19 pandemic,"Facebook users have been sharing a video that makes multiple false claims about COVID-19, for instance that Bill Gates planned the pandemic and 5G technology was involved in its spread.",03-11-2020
0,https://www.reuters.com//article/uk-factcheck-barcelona/fact-check-video-shows-anti-lockdown-protest-in-barcelona-not-vienna-attack-idUSKBN27J2HB,"Fact check: Video shows anti-lockdown protest in Barcelona, not Vienna attack","Following shootings in Vienna on the evening of Monday, Nov 2, 2020, a video of people running from the police was shared on social media alongside the claim that it showed the incident. However, the footage has been mislabeled, and actually shows a protest against coronavirus restrictions in Barcelona, Spain.",03-11-2020
1,https://www.reuters.com//article/uk-factcheck-climate-change-experts/fact-check-many-expert-voices-have-spoken-about-climate-change-idUSKBN27J298,Fact check: Many ‘expert voices’ have spoken about climate change,"A meme shared more than 14,000 times on Facebook shows images of Democratic Representative Alexandria Ocasio-Cortez, climate activist Greta Thunberg and singer Billie Eilish as the “left’s ‘climate change’ experts”. The meme suggests that “the left”, which in this case is likely to refer to the Democratic Party in the United States and its adherents, relies only on these three women for expertise on climate change.",03-11-2020
2,https://www.reuters.com//article/uk-factcheck-kamala-harris-drunk/fact-check-photo-does-not-show-drunk-kamala-harris-throwing-up-in-bushes-and-staggering-around-idUSKBN27J1V2,Fact check: Photo does not show drunk Kamala Harris throwing up in bushes and staggering around,"Social media users have been sharing a photo of Democratic vice presidential candidate Kamala Harris, purporting to show her drunk, throwing up, staggering around and being confrontational. However, this is a misleading still image captured from a video Harris posted of herself congratulating runners after a Thanksgiving Day race in Iowa in 2019.",03-11-2020
3,https://www.reuters.com//article/uk-factcheck-pennsylvania/fact-check-letters-giving-covid-19-quarantine-orders-are-not-linked-to-pennsylvania-election-race-idUSKBN27J1AF,Fact check: Letters giving COVID-19 quarantine orders are not linked to Pennsylvania election race,"Shared thousands of times, posts on Facebook say that Pennsylvania voters in certain counties are receiving letters from the Department of Health advising them that they “must remain quarantined and not vote in person” on Election Day. The post goes on to question whether this is an attempt to “silence voters”. This question is misleading and presented on a false basis. Letters giving quarantine directions have been sent out only in response to recorded COVID-19 cases and close contacts, as has ",03-11-2020
4,https://www.reuters.com//article/uk-factcheck-trump-tweet-nuke-california/fact-checktrump-did-not-joke-aboutnuking-california-idUSKBN27I2OY,Fact check: Trump did not joke about ‘nuking California’,Social media users have been sharing a tweet allegedly from President Donald J. Trump’s account that jokes about “nuking California” if Trump loses the 2020 presidential election. This tweet has been fabricated and was intended as satire. ,02-11-2020
5,https://www.reuters.com//article/uk-factcheck-list-antifa-blm-nov-4/fact-check-screenshot-does-not-show-list-of-antifa-and-blm-riots-scheduled-for-november-4-idUSKBN27I2L4,Fact check: Screenshot does not show list of Antifa and BLM riots scheduled for November 4,"Social media users have been sharing a post which they claim shows the locations of riots planned by Antifa and Black Lives Matter for November 4, 2020. This post, however, has been circulating since at least 2017.  ",02-11-2020
6,https://www.reuters.com//article/uk-factcheck-antifa-nov-4-flyer/fact-check-flyer-does-not-show-an-antifa-call-for-riots-after-election-day-2020-idUSKBN27I2IM,Fact check: Flyer does not show an Antifa call for riots after Election Day 2020,"In days leading up to the 2020 U.S. general election, a fabricated flyer that appears to encourage members of the anti-fascist protest movement known as Antifa to riot on November 4, and pose as Trump supporters, is recirculating on social media.  While the flyer traces back to 2017 and has been deemed a hoax before, users sharing it recently appear to believe it is an authentic call to action after Election Day. ",02-11-2020
7,https://www.reuters.com//article/uk-factcheck-colin-kaepernick-trump-supp/fact-check-article-saying-colin-kaepernick-has-threatened-to-leave-the-united-states-because-of-trump-supporters-was-intended-as-satire-idUSKBN27I2D8,Fact check: Article saying Colin Kaepernick has threatened to leave the United States because of Trump supporters was intended as satire,"Posts shared on Facebook allege that former NFL quarterback Colin Kaepernick has threatened to leave the United States “because of Trump supporters.” Though intended as satire, several users seem to have taken this seriously.",02-11-2020
8,https://www.reuters.com//article/uk-factcheck-most-americans-not-anti-abo/fact-check-most-americans-do-not-oppose-abortion-idUSKBN27I2C0,Fact check: Most Americans do not oppose abortion,"Shared on Facebook and Instagram in the days leading up to the Nov. 3 general election, a post from the U.S. anti-abortion group Live Action alleges that “The pro-life position is a majority position.” This claim that most Americans oppose abortion access is false.  The post also makes several other statements outside the scope of this fact check.",02-11-2020
9,https://www.reuters.com//article/uk-factcheck-connery-letter/fact-check-hoax-sean-connery-letter-to-steve-jobs-resurfaces-following-his-death-idUSKBN27I27E,Fact check: Hoax Sean Connery letter to Steve Jobs resurfaces following his death,A fabricated letter supposedly written by the late actor Sean Connery to Apple co-founder Steve Jobs has been circulating on social media.,02-11-2020
0,https://www.reuters.com//article/uk-factcheck-biden-mask-2019/fact-check-photo-of-biden-not-wearing-a-mask-on-a-plane-is-from-november-2019-idUSKBN27I1HP,Fact check: Photo of Biden not wearing a mask on a plane is from November 2019,"Thousands of social media users have been sharing two pictures of Democratic presidential candidate Joe Biden, claiming they show he is a fraud as he does not wear a mask on a plane but wears one outside. However, the photo shown of Biden not wearing a mask on a plane was taken in November 2019.",02-11-2020
1,https://www.reuters.com//article/uk-factcheck-altered-sign-biden-mn/fact-check-video-does-not-show-biden-saying-hello-minnesota-in-florida-rally-idUSKBN27H1RZ,Fact check: Video does not show Biden saying ‘Hello Minnesota’ in Florida rally,"A clip circulating on social media allegedly shows democratic presidential candidate Joe Biden erroneously saying ‘Hello Minnesota’ when opening a rally in Florida. The video in this claim, which actually shows Biden at a drive-in campaign rally in St. Paul, Minnesota on Oct. 30, has been doctored to change the location on the background and podium signs.",01-11-2020
2,https://www.reuters.com//article/uk-factcheck-jill-biden-fabricated-quote/fact-check-hunters-laptop-quote-attributed-to-jill-biden-is-fabricated-idUSKBN27H1HI,Fact check: ‘Hunter’s laptop’ quote attributed to Jill Biden is fabricated,"Social media users have been sharing a partially fabricated quote and attributing it Jill Biden, the wife of U.S. Democratic presidential candidate Joe Biden. The quote includes a reference to ""Hunter's laptop"" which was not a remark made by the former second lady.",01-11-2020
3,https://www.reuters.com//article/uk-factcheck-joe-hunter-biden-golf-buris/fact-checkjoe-and-hunter-biden-not-pictured-golfing-with-burisma-ceo-idUSKBN27F306,Fact check: Joe and Hunter Biden not pictured golfing with Burisma CEO,"Social media users have been sharing a photograph of four men golfing and claiming that it shows Democratic presidential nominee Joe Biden and his son Hunter Biden with the CEO of Burisma, a holding company operating in the Ukrainian natural gas market. This claim is false. ",30-10-2020
4,https://www.reuters.com//article/uk-factcheck-vaccine/fact-check-the-flu-vaccine-does-not-include-many-of-these-supposed-ingredients-idUSKBN27F2YI,Fact check: The flu vaccine does not include many of these supposed ingredients,An image being shared on social media gives a list of 27 ‘ingredients’ with the claim that the flu vaccine contains some of them. This image is misleading; many of the ingredients listed are not used in flu vaccines.,30-10-2020
5,https://www.reuters.com//article/uk-factcheck-crowd-biden-trump-support/fact-check-crowd-size-at-trump-and-biden-events-reflect-campaign-strategy-not-support-idUSKBN27F27Y,"Fact check: Crowd size at Trump and Biden events reflect campaign strategy, not support","Social media posts have compared an image of a large rally hosted by U.S. President Donald Trump to a small campaign event for Democratic nominee Joe Biden. The posts suggest the crowd size at the Trump rally shows that he has greater support, but do not acknowledge the candidates’ contrasting approaches to campaigning during the coronavirus pandemic.",30-10-2020
6,https://www.reuters.com//article/uk-factcheck-biden-rally-toledo-drive-in/fact-checkbidenrally-intoledo-ohiowas-a-drive-in-distanced-eventnot-a-regular-rally-idUSKBN2771XU,"Fact check: Biden rally in Toledo, Ohio was a drive-in distanced event, not a regular rally","Social media users have been sharing content online showing a rally for Democratic Presidential nominee Joe Biden and claiming that not many supporters attended. The posts miss the key context that the gathering was meant to be distanced and a drive-in event, not a populated rally. ",29-10-2020
7,https://www.reuters.com//article/uk-factcheck-blue-flag-trump/fact-check-u-s-and-thin-blue-line-flags-were-displayed-at-trump-wisconsin-rally-idUSKBN27C23W,Fact check: U.S. and ‘Thin Blue Line’ flags were displayed at Trump Wisconsin rally,"Correction Oct. 29, 2020: Correcting Sharlet's title in paragraph three. Removing ""later"" from paragraph five. Switching order of paragraphs five and four.",29-10-2020
8,https://www.reuters.com//article/uk-factcheck-kamala-harris-late-show-rio/fact-check-kamala-harris-said-she-supports-protests-not-riots-in-late-show-clip-idUSKBN27E34P,"Fact check: Kamala Harris said she supports protests, not ‘riots’, in Late Show clip","Social media users have been sharing a video of Democratic vice-presidential candidate Kamala Harris saying that anti-racism protests will not and should not stop, claiming that it shows she supports Black Lives Matter riots.",29-10-2020
9,https://www.reuters.com//article/uk-factcheck-ballot-box-sign-trash-exhib/fact-check-ballot-box-signs-on-trash-cans-were-not-meant-to-fool-voters-idUSKBN27E2W3,Fact check: ‘Ballot box’ signs on trash cans were not meant to fool voters,"Social media users are sharing posts which say that a man plastered signs saying ‘ballot box’ onto trash cans in Philadelphia, Pennsylvania to fool voters into throwing away their ballots. But the signs are advertisements for an exhibition and have since been taken down to avoid confusion.",29-10-2020
0,https://www.reuters.com//article/uk-fact-check-biden-voter-protection-not/fact-check-clip-of-biden-taken-out-of-context-to-portray-him-as-plotting-a-voter-fraud-scheme-idUSKBN27E2VH,Fact check: Clip of Biden taken out of context to portray him as plotting a voter fraud scheme,"Shared on Facebook and Instagram days leading up to the 2020 U.S. general election, posts show a clip of Joe Biden saying, “We have put together I think the most extensive and inclusive voter fraud organization in the history of American politics.” The posts falsely ask if the video shows the Democratic presidential candidate “admit(ting) to voter fraud.” It was a slip of the tongue - Biden was describing the voter protection program his campaign has launched in anticipation of potential legal f",29-10-2020
1,https://www.reuters.com//article/uk-factcheck-satire-trump-christian-nati/fact-checkarticleabout-trump-signing-a-law-to-make-the-u-s-achristian-nationissatire-idUSKBN27E2N8,Fact check: Article about Trump signing a law to make the U.S. a ‘Christian Nation’ is satire,"Users on social media are sharing an article that claims President Donald Trump will sign a law to make the United States a “Christian Nation”. The article is satirical, but some users appear to have be misinterpreted it as being authentic.  ",29-10-2020
2,https://www.reuters.com//article/uk-factcheck-mansion-in-delaware-not-bid/fact-check-image-shows-one-of-delawares-biggest-homes-but-it-is-not-bidens-idUSKBN27E2M6,"Fact check: Image shows one of Delaware’s biggest homes, but it is not Biden’s","Posts shared on Facebook in the weeks leading up to the November, 2020 U.S. presidential election claim to show an image of Democratic presidential candidate Joe Biden’s “huge Delaware mansion, one of largest in the state!”. This claim is false, as Biden does not own the property in the image, nor are his homes in Wilmington and Rehoboth Beach among the largest in the state.",29-10-2020
3,https://www.reuters.com//article/uk-factcheck-hartlepool/fact-check-video-filmed-at-uk-hospital-does-not-prove-that-covid-19-is-a-hoax-idUSKBN27D38E,Fact check: Video filmed at UK hospital does not prove that COVID-19 is a hoax,"A video viewed more than 24,000 times on Facebook claims that there is no coronavirus pandemic in the UK. This is false.",28-10-2020
4,https://www.reuters.com//article/uk-factcheck-covid-deaths/fact-check-the-united-kingdom-has-recorded-more-than-1438-deaths-to-covid-19-idUSKBN27D38A,"Fact check: The United Kingdom has recorded more than 1,438 deaths to COVID-19","A Facebook post has falsely suggested that just 1,438 people have died with COVID-19 in Britain, contrary to official figures.",28-10-2020
5,https://www.reuters.com//article/uk-factcheck-satire-pledge-of-allegiance/fact-check-democrats-did-not-slip-a-law-banning-pledge-of-allegiance-into-aid-package-idUSKBN27D2NP,Fact check: Democrats did not ‘slip a law’ banning Pledge of Allegiance into aid package,"A satirical article about how the Democrats allegedly tried to “slip a law” banning the Pledge of Allegiance into an aid package, has been taken seriously by some users on social media.  ",28-10-2020
6,https://www.reuters.com//article/uk-factcheck-eastwood-biden/fact-check-fabricated-clint-eastwood-quote-on-voting-against-biden-idUSKBN27D2O7,Fact check: Fabricated Clint Eastwood quote on voting against Biden,"Social media users are sharing a fictitious quote falsely attributed to actor and director Clint Eastwood that insults Democratic presidential candidate Joe Biden and says Eastwood voted against him. The same quote was shared without Biden’s name as early as 2013. A spokeswoman for Eastwood confirmed to Reuters that the quote has been falsely attributed to him, and that Eastwood has not endorsed either Biden or President Donald Trump in the Nov. 3 election.",28-10-2020
7,https://www.reuters.com//article/uk-factcheck-virginia-gov-abortion/fact-check-virginia-governors-2019-comments-about-abortion-bill-are-missing-context-idUSKBN27D2HL,Fact check: Virginia governor’s 2019 comments about abortion bill are missing context,"A meme shared by over 70,766 on Facebook misrepresents comments made by Virginia Governor Ralph Northam in 2019 when he was asked about a bill that, among other things, aimed to ease restrictions for third trimester abortions in the state. The meme falsely suggests that Northam is in favor of legalizing infanticide by leaving out some key contextual references in his remarks.  ",28-10-2020
8,https://www.reuters.com//article/uk-factcheck-snopes-hunter-biden/fact-check-screenshot-does-not-show-a-real-snopes-article-idUSKBN27D2N7,Fact check: Screenshot does not show a real Snopes article,A fake screenshot that purports to show an article from the fact-checking website Snopes has been circulating online.,28-10-2020
9,https://www.reuters.com//article/uk-factcheck-fauci-mask-pneumonia-1918/fact-check-fauci-study-did-not-attribute-1918-spanish-flu-deaths-to-bacterial-pneumonia-caused-by-masks-idUSKBN277200,Fact check: Fauci study did not attribute 1918 Spanish flu deaths to bacterial pneumonia caused by masks,"Correction October 28, 2020: This article previously linked to a similar 2008 study (https://wwwnc.cdc.gov/eid/article/14/8/07-1313_article) that was not co-authored by Fauci. Correcting link in paragraph three to study co-authored by Fauci (https://academic.oup.com/jid/article/198/7/962/2192118).",28-10-2020
0,https://www.reuters.com//article/uk-factcheck-gas-prices-obama-trump/fact-checkgas-pricesshown-in-photographdo-not-correspond-toobamaandtrump-administrations-idUSKBN27D29L,Fact check: Gas prices shown in photograph do not correspond to Obama and Trump administrations,"Social media users have been sharing content online that claims gas prices were very high when President Barack Obama was in office and much lower under President Donald Trump, by placing images of the two men beside Shell gas price stands. But neither gas price photograph corresponds to the administration it is placed beside.  ",28-10-2020
1,https://www.reuters.com//article/uk-factcheck-colorado-covid-vote/fact-check-colorado-covid-19-restrictions-will-not-hinder-voting-idUSKBN27D28R,Fact check: Colorado COVID-19 restrictions will not hinder voting,"Social media users have been sharing posts asserting that the Governor of Colorado, Democrat Jared Polis, is planning a COVID-19 shutdown that will prevent in-person voting and therefore potentially limit Republican votes.",28-10-2020
2,https://www.reuters.com//article/uk-factcheckbiden-pope/fact-check-biden-was-quoting-pope-francis-in-edited-clip-shared-by-trump-campaign-idUSKBN27D28M,Fact check: Biden was quoting Pope Francis in edited clip shared by Trump campaign,U.S. President Donald Trump’s official campaign team has shared a video on social media that presents an authentic quote made by Democratic presidential candidate Joe Biden but strips out the surrounding context.,28-10-2020
3,https://www.reuters.com//article/uk-factcheck-patent/fact-check-rothschild-did-not-patent-a-test-for-covid-19-in-2015-and-2017-idUSKBN27C34O,Fact check: Rothschild did not patent a test for COVID-19 in 2015 and 2017,"The false claim that a testing method for COVID-19 was patented by Richard Rothschild in 2015 and 2017 has been shared online.  The patent for a system that analyses biometric data to determine whether the user is suffering from COVID-19 was not applied for until May 17, 2020.",27-10-2020
4,https://www.reuters.com//article/uk-factcheck-canada/fact-check-a-leaked-message-outlining-alleged-canadian-govt-plan-to-create-a-totalitarian-state-through-lockdowns-and-credit-strategy-is-fake-idUSKBN27C344,Fact check: A leaked message outlining alleged Canadian govt plan to create a totalitarian state through lockdowns and credit strategy is fake,A video shared online that is said to show a doctor revealing a Canadian government strategy to transform the country into a totalitarian state has been created using false information.,27-10-2020
5,https://www.reuters.com//article/uk-factcheck-vaccine/fact-check-the-flu-vaccine-is-not-being-used-for-depopulation-idUSKBN27C33W,Fact check: The flu vaccine is not being used for depopulation,A post falsely claiming that the flu vaccine is being used for depopulation has been shared on Facebook.,27-10-2020
6,https://www.reuters.com//article/uk-factcheck-biden-bristol-rally-25-peop/fact-check-bidens-bristol-pa-rally-did-not-have-only-25-people-in-attendance-idUSKBN27C2RO,"Fact check: Biden’s Bristol, PA rally did not have only 25 people in attendance","A video online claims very few people attended Democratic presidential candidate Joe Biden’s rally in Bristol, Pennsylvania. This video misleadingly shows a screenshot of about a dozen cars, when more than 100 attended according to local media reports.",27-10-2020
7,https://www.reuters.com//article/uk-factcheck-biden-maskless/fact-check-video-does-not-show-joe-biden-caught-off-guard-without-a-mask-when-he-thought-cameras-were-off-idUSKBN27C2A7,Fact check: Video does not show Joe Biden ‘caught off guard’ without a mask when he ‘thought cameras were off’,"A video viewed tens of thousands of times shows Democratic presidential candidate Joe Biden talking to a group of people without a mask after a campaign rally. Posts misleadingly claim Biden didn’t wear a mask because “he thought he wasn’t on camera” but the clip itself shows journalists with cameras walking beside and in front of him. The video has also been misleadingly cropped, as longer footage shows Biden put his mask on seconds after the clip circulating on social media ends. ",27-10-2020
8,https://www.reuters.com//article/uk-factcheck-biden-lid-9/fact-check-joe-biden-did-not-call-call-it-a-day-at-9-a-m-on-oct-25-idUSKBN27C25F,Fact check: Joe Biden did not call ‘call it a day’ at 9 a.m. on Oct. 25,Social media users have been sharing content online that claims Democratic presidential candidate Joe Biden stopped working for the day at 9 a.m. on Oct. 25. This claim is false.,27-10-2020
9,https://www.reuters.com//article/uk-factcheck-wales/fact-check-hospitals-in-wales-have-seen-rising-admissions-for-covid-19-patients-idUSKBN27C1U6,Fact check: Hospitals in Wales have seen rising admissions for COVID-19 patients,Social media users have been sharing posts claiming that Welsh hospitals are empty as the country begins a “circuit breaker” lockdown. This is false: official statistics show that hospital admissions in Wales for patients with COVID-19 are rising.,27-10-2020
0,https://www.reuters.com//article/uk-factcheck-patents/fact-check-list-of-us-patents-is-not-evidence-that-viruses-are-manmade-idUSKBN27C1PA,Fact check: List of US patents is not evidence that viruses are manmade,"A list of patents linked to specific diseases and viruses is being shared with the suggestion that it is proof that viruses are manmade. This is false, and a misinterpretation of the types of patent listed.",27-10-2020
1,https://www.reuters.com//article/uk-factcheck-bon-jovi-biden/fact-check-bon-jovi-did-not-play-in-front-of-just-12-people-and-7-pumpkins-at-a-biden-campaign-event-idUSKBN27B2EG,Fact check: Bon Jovi did not play in front of just 12 people and 7 pumpkins at a Biden campaign event,"Social media users have been sharing posts saying rock star Jon Bon Jovi played at a campaign event for Democratic presidential candidate Joe Biden in front of just 12 people and seven pumpkins. This is false: local media reports estimate there were approximately 230 cars at the drive-in rally in Dallas, Pennsylvania, many of which can be seen in Reuters and AP photographs of the event.  ",26-10-2020
2,https://www.reuters.com//article/uk-factcheck-biden-rally-in-person-end/fact-check-bidendid-not-endin-person-campaigning-nine-days-before-presidential-election-idUSKBN27B2DE,Fact check: Biden did not end in-person campaigning nine days before presidential election,Thousands of social media users have been sharing posts claiming that Democratic presidential candidate Joe Biden ended in-person campaigning nine days before the Nov. 3 presidential election. This claim is false: a spokesperson for the Biden campaign confirmed to Reuters that Biden will travel to Georgia and Florida the week before the election.  ,26-10-2020
